File /home/krishna/.selected_editor is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/grunt/images/grunt.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/grunt/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/json-language-features/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/json-language-features/client/dist/node/jsonClientMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/json-language-features/server/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/json-language-features/server/dist/node/jsonServerMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/json-language-features/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/json-language-features/icons/json.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/json-language-features/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/references-view/package.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/references-view/media/demo.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/references-view/media/icon.png is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/references-view/package.nls.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/references-view/dist/extension.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/extensions/references-view/README.md is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/node is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/server-main.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/server-cli.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/nls.messages.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/server/node/server.cli.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/server/node/server.main.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/base/node/ps.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/base/node/cpuUsage.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/platform/terminal/node/ptyHostMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/platform/files/node/watcher/watcherMain.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/CodeTabExpansion.psm1 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-env.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-profile.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/GitTabExpansion.psm1 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-login.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration.ps1 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/fish_xdg_data/fish/vendor_conf.d/shellIntegration.fish is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-rc.zsh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/vs/workbench/api/node/extensionHostProcess.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/384ff7382de624fb94dbaf6da11977bba1ecd427/out/bootstrap-fork.js is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/bin/legacy-mode is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/restore/home/krishna/.vscode-server/extensions/extensions.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/.last_update_check.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.55.49.884942.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.54.51.939431.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.48.04.766460.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.48.48.706665.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.53.55.220787.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.49.29.043663.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.52.48.987013.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.56.59.853230.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/logs/2024.11.03/16.57.20.723792.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/active_config is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/configurations/config_default is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/gce is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/default_configs.db is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/access_tokens.db is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/legacy_credentials/krishnajan2004@gmail.com/adc.json is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/legacy_credentials/krishnajan2004@gmail.com/.boto is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/config_sentinel is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/credentials.db is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.config/gcloud/.last_survey_prompt.yaml is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.cache/vscode-cpptools/51be7685d5e1af98c082e30c7745e06c/.browse.VC.db is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.cache/vscode-cpptools/51be7685d5e1af98c082e30c7745e06c/.browse.VC.db-shm is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.cache/vscode-cpptools/51be7685d5e1af98c082e30c7745e06c/.browse.VC.db-wal is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.cache/Microsoft/DeveloperTools/deviceid is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.cache/motd.legal-displayed is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.bashrc is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.landscape/sysinfo.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/restoringbackup.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/config is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/logs/refs/heads/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/logs/refs/remotes/origin/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/logs/refs/remotes/origin/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/logs/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/dc/6d924621bd82254ebf9fc6e7e52bd925e46141 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/94/95427ec13f1cb2317644f3d3f141a09f577b07 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/40/35ed857e09c3863f041a6f7bf0b0e1f4e98f18 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/4b/5fd53f7bf62e309a13e39b5e8aad911f1a8b7b is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/pack/pack-3a24127e1c1de588602225540058a3cf177ae9a0.idx is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/pack/pack-3a24127e1c1de588602225540058a3cf177ae9a0.rev is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/pack/pack-3a24127e1c1de588602225540058a3cf177ae9a0.pack is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/pack/pack-bec7acc7be381b78171b8e2b889877d5f3e02ad8.idx is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/pack/pack-bec7acc7be381b78171b8e2b889877d5f3e02ad8.pack is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/pack/pack-bec7acc7be381b78171b8e2b889877d5f3e02ad8.rev is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/34/d0e94489e8e42b1ee1675ab99f6274113129ad is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/c6/ca6c268b664defd27fb68dea82470a713266b7 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/b0/d3d09cf7b215c168e8c7620d91dedfbbef3957 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/71/3427d05e1a09416498a53d54079855dd74de6b is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/ae/6404add8bbdb048e754cef50204a59f910b780 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/objects/6e/406d2b83cb054aa65d1cb08499a9073bc2004e is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/COMMIT_EDITMSG is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/refs/heads/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/refs/remotes/origin/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/refs/remotes/origin/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/FETCH_HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/pre-applypatch.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/pre-rebase.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/commit-msg.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/sendemail-validate.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/update.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/fsmonitor-watchman.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/pre-commit.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/pre-receive.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/prepare-commit-msg.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/push-to-checkout.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/applypatch-msg.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/pre-merge-commit.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/post-update.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/hooks/pre-push.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/description is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/ORIG_HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/packed-refs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/info/exclude is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.git/index is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/fullbackup.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/.gitignore is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Automated_Backup_System/incrementalbackup.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.dotnet/corefx/cryptography/crls/75d1b2ed.de05bb98.crl is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.dotnet/corefx/cryptography/crls/bd6662f5.8ba5d856.crl is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.dotnet/corefx/cryptography/crls/7462804f.d5a68194.crl is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.dotnet/corefx/cryptography/crls/d16da424.cbeb964c.crl is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.dotnet/corefx/cryptography/crls/7abcc12f.dea36fd7.crl is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.bash_logout is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/char&wordcount.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/evenodd.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/sumofdigits.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/removeblank.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/average.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/factorial.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/config is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/logs/refs/heads/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/logs/refs/remotes/origin/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/logs/refs/remotes/origin/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/logs/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/a4/84681be727fae0c6090673e0b5abd7e26e833c is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/ac/f944a7a3237ef0b7038a56ab25cd4f91c91dcf is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/pack/pack-314ed7bde0ccbbd2f4d1770ab7b2b843f9d1dd2e.rev is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/pack/pack-314ed7bde0ccbbd2f4d1770ab7b2b843f9d1dd2e.idx is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/pack/pack-314ed7bde0ccbbd2f4d1770ab7b2b843f9d1dd2e.pack is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/43/34769f667f2a48af7d611cebd736e8912f26f3 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/03/850bac864d47cdc8b73182b61fdfe7f2fd9b21 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/48/cfa7478f4293e83221cd96fc10f258b6c808dd is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/06/d0a1004103e02597df7b8dd6188dfdf5493908 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/objects/71/21a8f2ec0db921c4e8325677c3d9a94528d8b7 is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/COMMIT_EDITMSG is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/refs/heads/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/refs/remotes/origin/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/refs/remotes/origin/main is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/FETCH_HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/pre-applypatch.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/pre-rebase.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/commit-msg.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/sendemail-validate.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/update.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/fsmonitor-watchman.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/pre-commit.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/pre-receive.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/prepare-commit-msg.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/push-to-checkout.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/applypatch-msg.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/pre-merge-commit.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/post-update.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/hooks/pre-push.sample is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/description is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/ORIG_HEAD is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/packed-refs is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/info/exclude is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/.git/index is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/spellcheck.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/folder2/fibonacci.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/string_concat.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/greatest.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/palindrome.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/more_command.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/fibonacci.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/deletefile.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/user.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/evenodd_lines.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/date.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/check.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/fileinfo.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/sumofdigits.sh.new is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/stringlength.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/display_process.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/change_filename.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/prime.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/stringcheck.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/factorial.sh_no_spaces.txt is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/count_articles.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/Bash-Practice/replace_char.sh is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.lesshst is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.bash_history is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.viminfo is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.profile is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.motd_shown is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.gitconfig is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241106T181406/ptyhost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost2/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost2/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost2/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost2/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost3/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost3/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost3/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241024T221448/ptyhost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T094501/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T094501/exthost1/vscode.json-language-features/JSON Language Server.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T094501/exthost1/vscode.git/Git.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T094501/exthost1/remoteexthost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T094501/remoteagent.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241130T094501/ptyhost.log is unchanged, skipping backup.
File /home/krishna/restore/home/krishna/.vscode-server/data/logs/20241128T045539/exthost1/vscode.github/GitHub.log is unchanged, skipping backup.
